Container length: 24400
Container width: 12200
Boxes Volume: 2.889064E8
Container Volume: 297680000
Utilization: 97.05267401236227

Packed Boxes: 17
format: x y length width
20820 0  3580 7080
20820 8620  3580 3580
13740 0  7080 5680
13740 6520  7080 5680
6660 0  7080 5680
6660 6520  7080 5680
3780 0  2880 1580
980 5120  5680 7080
200 0  3580 3580
0 8470  880 3730
0 3580  6610 680
21640 7540  2760 1080
0 4740  880 3730
880 4260  5710 680
3780 1580  2880 1580
16110 5680  4710 680
6660 5680  9080 730

numOfBlemishes: 0
